,id,studentID,task_id,query,score,content,time_stamp,target,SessionID,state,QueryOrder,QueryLength,session_end,QueryDwellTime,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HoverCount,CLICK_count,ScrollDist,OVER_count,SEARCH_END_count,GOTO_PAGE_count,ActionCount,segment_start_time,session_start_time,segment_first_click_time,segment_last_click_time,session_first_click_time,session_last_click_time,TimeFirstClick,TimeLastClick,ClickCount,TotalContent,AvgContent,SERPtime,QueryRelDocCount,QueryKeyDocCount,TaskRelDocCount,TaskKeyDocCount,QueryNDCG@3,QueryNDCG@5,QueryNDCG@10,TaskNDCG@3,TaskNDCG@5,TaskNDCG@10,query_DCG3,query_DCG5,query_DCG10,task_DCG3,task_DCG5,task_DCG10,QueryPrecision@3,QueryPrecision@5,QueryPrecision@10,TaskPrecision@3,TaskPrecision@5,TaskPrecision@10,Clicks@3,Clicks@5,Clicks@10,AvgClickRank,last_query,NewTerm,QuerySim,AveQueryRelScore,AveTaskRelScore,click_precision_query,click_precision_task,ClickDepth,Query_Cost-Benefit-1,Task_Cost-Benefit-1,Query_Cost-Benefit-2,Task_Cost-Benefit-2,Query_Cost-Benefit-3,Task_Cost-Benefit-3
86,165,1701110210,12, 辽宁舰  相对其他国家 优劣势,1,TIMESTAMP=1513061133994 USER=1701110210 TASK=12 QUERY= 辽宁舰  相对其他国家 优劣势 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,58,2,5,16,0,139.337,1,2,95,2,1,2,1,95,0,0,0,199,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1665.486,2135.012,1,104.474,104.474,34.863,1,0,1,0,0.745252534,0.745252534,0.889640655,0.745252534,0.745252534,0.889640655,7,7,8.356207187,7,7,8.356207187,0.333333333,0.2,0.3,0.333333333,0.2,0.3,0,1,0,5, 辽宁舰 百科,0.6,0.266666667,1,1,1,1,5,1,1,0.2,0.2,6.9726,6.9726
87,166,1701110210,12, 辽宁舰  其他国家 对比,4,TIMESTAMP=1513061188049 USER=1701110210 TASK=12 QUERY= 辽宁舰  其他国家 对比 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,58,2,6,13,1,33.364,1,2,71,2,0,4,1,36,1,0,0,118,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1665.486,2135.012,1,5.582,5.582,27.782,1,1,1,1,0.90377944,0.941395872,0.972019462,1,1,1,9.392789261,10.55334768,11.2428882,9.392789261,10.21031863,10.89985915,1,0.8,0.857142857,1,1,1,0,0,0,0, 辽宁舰  相对其他国家 优劣势,0.071428571,0.642857143,3,3,1,1,0,1,1,0,0,0,0
786,919,2012012180,1, 公司 破冰,1,TIMESTAMP=1513408610723 USER=2012012180 TASK=1 QUERY= 公司 破冰 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,267,1,1,6,0,77.693,3,0,74,0,2,10,0,0,1,0,0,90,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,241.684,241.684,0,0,0,77.693,0,0,0,0,0.333333333,0.344532104,0.616726949,0.630929754,0.630929754,0.630929754,3.130929754,3.517782561,6.916792569,1.892789261,1.892789261,1.892789261,1,0.8,0.8,0.333333333,0.2,0.1,0,0,0,,,1,0,0,0,0,0,29,0,0,0,0,0,0
791,924,2012012180,1, 公司 破冰游戏,4,TIMESTAMP=1513408758656 USER=2012012180 TASK=1 QUERY= 公司 破冰游戏 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,267,2,2,8,1,104.165,1,4,58,4,0,14,3,33,1,0,0,118,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,241.684,241.684,3,85.229,28.40966667,18.936,3,3,3,2,1,0.916532372,0.98151805,0.830810337,0.802747804,0.939677238,14.91650828,18.9165076,30.08220913,12.39278926,16.56808359,23.89083756,1,1,1,1,1,1,2,2,0,1, 公司 破冰,0.285714286,0.714285714,2.666666667,2.333333333,1,1,2,1,1,1.5,1.5,28.404,28.404
751,884,2012012180,2, 北京 蜂窝网,1,TIMESTAMP=1513406237387 USER=2012012180 TASK=2 QUERY= 北京 蜂窝网 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,261,3,1,7,0,24.069,2,0,55,0,1,8,0,61,0,0,1,128,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,756.038,756.038,0,0,0,24.069,0,0,0,0,0.515847492,0.517657366,0.771185135,0.234639363,0.195190025,0.561313044,2.130929754,2.561606312,4.823373198,0.5,0.5,1.437863036,1,0.8,0.9,0.333333333,0.2,0.4,0,0,0,,,1,0,0,0,0,0,29,0,0,0,0,0,0
766,899,2012012180,2, 北京周边游,3,TIMESTAMP=1513406966043 USER=2012012180 TASK=2 QUERY= 北京周边游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,261,1,2,6,1,701.42,1,7,146,7,0,20,4,58,1,0,0,244,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,756.038,756.038,4,601.806,150.4515,99.614,4,4,4,3,0.696730701,0.672736145,0.871358872,0.518897201,0.520406583,0.753611285,10.39278926,11.68481893,17.76187732,5.392789261,6.684818935,10.97468826,1,0.8,0.8,1,0.8,0.8,2,2,1,3, 北京 蜂窝网,0.333333333,0.333333333,2.5,2.25,1,1,7,1,1,0.571428571,0.571428571,56.92228571,56.92228571
732,862,2012012180,3, 死飞 清华,4,TIMESTAMP=1513403967836 USER=2012012180 TASK=3 QUERY= 死飞 清华 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,255,2,1,6,0,89.617,1,2,52,2,1,10,2,96,0,0,0,166,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,105.087,1035.878,2,33.18,16.59,56.437,2,1,2,1,1,0.91593327,0.968538544,0.757923746,0.632708016,0.769277033,12.91650828,14.0770667,16.54894947,3.130929754,3.130929754,4.080757959,1,0.8,0.8,1,0.6,0.6,2,2,0,1.5,,1,0,1.5,1.5,1,1,2,1,1,1,1,56.437,56.437
733,863,2012012180,3, 死飞 价格,5,TIMESTAMP=1513404491974 USER=2012012180 TASK=3 QUERY= 死飞 价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,255,3,2,6,0,433.152,3,14,304,14,1,52,11,144,0,0,2,545,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,105.087,1035.878,10,336.981,33.6981,96.171,8,6,7,6,0.32960182,0.467033301,0.703675803,0.396641638,0.528593492,0.722405196,4.916508275,8.9165076,14.64294627,5.916508275,10.0918026,14.80479691,0.666666667,0.8,0.8,0.666666667,0.8,0.7,3,5,4,4.5, 死飞 清华,0.285714286,0.428571429,1.8,1.5,0.8,0.7,9,0.8,0.7,0.888888889,0.777777778,85.48533333,74.79966667
734,866,2012012180,3, 死飞 注意事项,4,TIMESTAMP=1513404898627 USER=2012012180 TASK=3 QUERY= 死飞 注意事项 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,255,2,3,8,1,250.569,1,10,141,10,0,24,6,118,1,0,0,311,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,105.087,1035.878,5,179.353,35.8706,71.216,5,2,5,2,0.343976597,0.379806104,0.714014872,0.428571429,0.440945037,0.730874904,5.130929754,7.838899404,17.67126761,6.392789261,9.100758911,17.50829836,1,0.8,0.9,1,0.8,0.9,1,3,1,3.4, 死飞 价格,0.444444444,0.333333333,1.6,1.8,1,1,7,1,1,0.714285714,0.714285714,50.86857143,50.86857143
769,902,2012012180,4, 美国 行李托运,5,TIMESTAMP=1513407424672 USER=2012012180 TASK=4 QUERY= 美国 行李托运 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,263,2,1,8,0,109.996,1,1,34,1,1,2,1,88,0,0,0,129,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,121.741,251.624,1,69.848,69.848,40.148,0,0,0,0,0.580652282,0.487992255,0.807604693,0.234639363,0.208035189,0.6380499,7.5,7.5,12.96903051,1.5,1.5,5.040504338,0.666666667,0.4,0.7,0.666666667,0.4,0.7,1,1,0,3,,1,0,0,0,0,0,3,0,0,0,0,0,0
771,904,2012012180,4, 美国 托运禁止物品,5,TIMESTAMP=1513407554555 USER=2012012180 TASK=4 QUERY= 美国 托运禁止物品 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,263,3,2,10,1,120.679,1,1,20,1,0,2,1,0,1,0,0,27,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,121.741,251.624,1,112.124,112.124,8.555,1,1,1,0,0.746215505,0.816583202,0.914237435,0.116130456,0.469949917,0.633749357,11.13092975,16.85363531,21.90079548,1.5,7.222705557,10.37707646,1,1,0.9,0.666666667,0.8,0.8,0,0,0,0, 美国 行李托运,0.363636364,0.454545455,3,1,1,1,0,1,1,0,0,0,0
737,870,2012012180,7, 戒烟 好处,5,TIMESTAMP=1513405306932 USER=2012012180 TASK=7 QUERY= 戒烟 好处 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,257,2,1,6,0,85.532,1,3,63,3,1,8,3,87,0,0,0,169,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,107.7,343.31,3,46.107,15.369,39.425,3,3,3,3,1,1,0.991167064,1,0.92502567,0.981767421,14.91650828,20.63921383,29.80491537,14.91650828,19.0918026,27.10124483,1,1,1,1,1,1,2,2,0,1,,1,0,3,3,1,1,2,1,1,1.5,1.5,59.1375,59.1375
739,872,2012012180,7, 戒烟 副作用,5,TIMESTAMP=1513405438783 USER=2012012180 TASK=7 QUERY= 戒烟 副作用 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,257,2,2,7,0,122.276,1,3,56,3,1,4,2,0,0,0,0,70,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,107.7,343.31,2,87.802,43.901,34.474,2,2,2,2,0.798880546,0.842864497,0.943102618,0.804612906,0.947881595,0.943723541,11.91650828,16.0918026,20.18175207,10.39278926,14.56808359,16.40903661,1,1,1,1,1,0.9,1,1,0,0.5, 戒烟 好处,0.375,0.375,3,3,1,1,1,1,1,2,2,68.948,68.948
740,873,2012012180,7, 戒烟 有效方式,4,TIMESTAMP=1513405542542 USER=2012012180 TASK=7 QUERY= 戒烟 有效方式 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,257,2,3,8,1,86.583,1,2,32,2,0,4,2,0,1,0,0,44,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,107.7,343.31,2,72.53,36.265,14.053,2,2,2,2,0.731840728,0.731219838,0.869649344,0.731840728,0.769705924,0.856606912,10.91650828,15.0918026,20.83267616,10.91650828,13.36909637,17.46117172,1,1,0.9,1,1,0.8,1,1,0,0.5, 戒烟 副作用,0.4,0.3,2.5,2.5,1,1,1,1,1,2,2,28.106,28.106
746,879,2012012180,8, 谷歌眼镜 功能,4,TIMESTAMP=1513405935739 USER=2012012180 TASK=8 QUERY= 谷歌眼镜 功能 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,258,2,1,8,0,185.42,1,2,45,2,1,18,2,101,0,0,0,172,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,193.881,244.296,2,151.803,75.9015,33.617,1,1,1,1,0.530721274,0.535638352,0.756281864,0.530721274,0.579052419,0.74997573,7.916508275,11.05515448,17.63976796,7.916508275,11.05515448,16.33216075,0.666666667,0.8,0.9,0.666666667,0.8,0.9,0,1,0,2,,1,0,1,1.5,0.5,0.5,4,0.5,0.5,0.25,0.25,8.40425,8.40425
747,880,2012012180,8, 谷歌眼镜 官网,1,TIMESTAMP=1513405986154 USER=2012012180 TASK=8 QUERY= 谷歌眼镜 官网 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,258,3,2,8,1,40.969,1,1,35,1,0,8,1,17,1,0,0,65,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,193.881,244.296,1,10.503,10.503,30.466,1,1,1,1,0.518897201,0.543699422,0.746170464,0.696730701,0.838735837,0.914381308,5.392789261,6.98402424,10.55936622,10.39278926,14.56808359,19.17842319,1,1,0.9,1,1,1,0,0,0,0, 谷歌眼镜 功能,0.222222222,0.555555556,2,3,1,1,0,1,1,0,0,0,0
774,907,2012012180,10,港版iphone6 价格,3,TIMESTAMP=1513407901190 USER=2012012180 TASK=10 QUERY=港版iphone6 价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,265,3,1,12,0,124.863,1,3,52,3,1,12,3,0,0,0,0,75,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,154.36,590.08,3,89.944,29.98133333,34.919,2,1,2,1,0.530721274,0.73282862,0.73282862,0.530721274,0.73282862,0.73282862,3.392789261,4.684818935,4.684818935,3.392789261,4.684818935,4.684818935,0.666666667,0.75,0.75,0.666666667,0.75,0.75,2,2,0,1.666666667,,1,0,1.333333333,1.333333333,0.666666667,0.666666667,3,0.666666667,0.666666667,0.666666667,0.666666667,23.27933333,23.27933333
777,910,2012012180,10,港版iphone6 关税,5,TIMESTAMP=1513408115475 USER=2012012180 TASK=10 QUERY=港版iphone6 关税 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,265,3,2,12,0,206.429,1,1,13,1,1,2,1,0,0,0,0,20,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,154.36,590.08,1,189.542,189.542,16.887,1,1,1,1,0.629690883,0.771069968,0.898161491,0.417511385,0.611147745,0.760934587,9.392789261,13.39278859,16.21957223,5.392789261,9.392788586,12.21957223,1,1,1,1,1,1,0,0,0,0,港版iphone6 价格,0.142857143,0.714285714,2,2,1,1,0,1,1,0,0,0,0
780,913,2012012180,10,港版iphone6 电信服务商,5,TIMESTAMP=1513408247525 USER=2012012180 TASK=10 QUERY=港版iphone6 电信服务商 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,265,3,3,15,0,118.048,1,2,45,2,1,8,2,0,0,0,0,61,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,154.36,590.08,2,93.556,46.778,24.492,2,1,2,1,0.72765458,0.736235801,0.736235801,0.821313715,0.828576999,0.828576999,5.916508275,6.303361082,6.303361082,3.392789261,3.779642068,3.779642068,1,0.8,0.8,1,0.8,0.8,1,1,0,0.5,港版iphone6 关税,0.294117647,0.588235294,2,1.5,1,1,1,1,1,2,2,48.984,48.984
781,914,2012012180,10,港版iphone6 移动,3,TIMESTAMP=1513408336910 USER=2012012180 TASK=10 QUERY=港版iphone6 移动 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,265,3,4,12,1,75.363,1,1,87,1,0,48,1,79,1,0,0,219,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,154.36,590.08,1,38.816,38.816,36.547,0,0,0,0,0.625433638,0.539546357,0.740043345,0.703918089,0.610861878,0.84627169,6.5,6.930676558,10.0164259,4.5,4.930676558,7.414365909,0.666666667,0.6,0.7,0.666666667,0.6,0.7,0,1,0,5,港版iphone6 电信服务商,0.117647059,0.588235294,0,0,0,0,5,0,0,0,0,0,0
802,935,2012012180,11, 清华游泳馆,5,TIMESTAMP=1513409897255 USER=2012012180 TASK=11 QUERY= 清华游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,272,3,1,6,1,63.457,1,1,19,1,0,2,1,0,1,0,0,26,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67.875,67.875,1,54.148,54.148,9.309,1,1,1,1,0.696730701,0.708756305,0.890120468,0.696730701,0.686198113,0.882759681,10.39278926,13.53143547,19.94568486,10.39278926,13.10075891,19.5150083,1,1,0.9,1,0.8,0.8,0,0,0,0,,1,0,3,3,1,1,0,1,1,0,0,0,0
798,931,2012012180,12, 辽宁号,5,TIMESTAMP=1513409381801 USER=2012012180 TASK=12 QUERY= 辽宁号 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,271,1,1,4,0,430.836,1,1,37,1,1,10,1,0,0,0,0,52,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,438.323,739.83,1,418.437,418.437,12.399,0,0,0,0,0.590788903,0.756773775,0.870552241,0.349370093,0.603870076,0.715802316,7.630929754,11.63092908,14.51657332,3.630929754,6.769575962,8.743757222,0.666666667,0.8,0.9,0.666666667,0.8,0.8,1,1,0,2,,1,0,0,0,0,0,2,0,0,0,0,0,0
801,934,2012012180,12, 辽宁号 战略作用,5,TIMESTAMP=1513409683308 USER=2012012180 TASK=12 QUERY= 辽宁号 战略作用 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,271,2,2,9,1,288.905,1,2,44,2,0,6,2,0,1,0,0,58,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,438.323,739.83,2,260.778,130.389,28.127,2,2,2,2,1,0.824125305,0.959675549,0.865920364,0.835261832,0.952444753,14.91650828,15.73403764,20.53640149,12.91650828,14.50774325,19.97677377,1,1,1,1,1,1,1,1,0,1, 辽宁号,0.5,0.5,3,2.5,1,1,2,1,1,1,1,28.127,28.127
1477,1655,2013012187,1,新员工培训 10人破冰游戏,5,TIMESTAMP=1514020434896 USER=2013012187 TASK=1 QUERY= 新员工培训 10人破冰游戏 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,490,2,1,14,1,389.613,1,2,32,2,0,6,2,0,1,0,0,46,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,397.578,397.578,2,378.838,189.419,10.775,1,1,1,1,0.731840728,0.731219838,0.88677711,0.731840728,0.731219838,0.88677711,10.91650828,15.0918026,22.03320535,10.91650828,15.0918026,22.03320535,1,1,1,1,1,1,2,2,0,1.5,,1,0,3,3,0.5,0.5,2,0.5,0.5,0.5,0.5,5.3875,5.3875
1462,1640,2013012187,2, 北京周边 旅游,2,TIMESTAMP=1514017601237 USER=2013012187 TASK=2 QUERY= 北京周边 旅游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,485,1,1,8,0,99.503,1,2,51,2,1,12,2,0,0,0,0,71,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,105.967,544.314,2,81.906,40.953,17.597,2,2,2,2,0.798880546,0.598239106,0.579289176,0.276936779,0.237832163,0.406414498,11.91650828,12.34718483,18.42424322,4.130929754,4.130929754,9.051728833,0.666666667,0.8,0.8,0.5,0.7,0.6,1,1,0,1.5,,1,0,2.5,2.5,1,1,3,1,1,0.666666667,0.666666667,11.73133333,11.73133333
1463,1641,2013012187,2, 五一北京周边 旅游,3,TIMESTAMP=1514017806813 USER=2013012187 TASK=2 QUERY= 五一北京周边 旅游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,485,2,2,10,0,191.483,1,3,85,3,1,36,3,97,0,0,0,229,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,105.967,544.314,3,137.407,45.80233333,54.076,3,3,3,2,0.765360637,0.746952269,0.930825593,0.765360637,0.746952269,0.927275751,11.41650828,15.4165076,25.42594983,11.41650828,15.4165076,24.0926165,0.666666667,0.8,0.9,0.666666667,0.8,0.9,0,1,1,4.666666667, 北京周边 旅游,0.222222222,0.777777778,2.666666667,2.333333333,1,1,9,1,1,0.333333333,0.333333333,18.02533333,18.02533333
1464,1642,2013012187,2,野三坡 旅游,4,TIMESTAMP=1514017937615 USER=2013012187 TASK=2 QUERY=野三坡 旅游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,485,2,3,6,0,110.554,1,5,113,5,1,40,5,25,0,0,0,195,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,105.967,544.314,5,73.928,14.7856,36.626,5,5,5,5,0.765360637,0.830419897,0.949671989,0.378801233,0.578614928,0.769372362,11.41650828,17.13921383,26.28146158,4.892789261,8.892788586,14.1442281,0.666666667,0.8,0.8,0.666666667,0.8,0.8,1,3,1,3.2, 五一北京周边 旅游,0.25,0.25,3,2.4,1,1,6,1,1,0.833333333,0.833333333,30.52166667,30.52166667
1465,1643,2013012187,2,野三坡 旅游 价格,4,TIMESTAMP=1514018039584 USER=2013012187 TASK=2 QUERY=野三坡 旅游 价格 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,485,3,4,9,1,89.003,1,2,55,2,0,14,2,0,1,0,0,77,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,105.967,544.314,2,61.439,30.7195,27.564,2,2,2,2,1,1,1,0.615117761,0.809068375,0.860890842,14.91650828,20.63921383,29.44453608,6.392789261,10.39278859,15.17808924,1,1,1,1,1,1,1,2,0,3.5,野三坡 旅游,0.25,0.75,3,2,1,1,5,1,1,0.4,0.4,11.0256,11.0256
1447,1625,2013012187,3, 死飞自行车 天猫,3,TIMESTAMP=1514015499392 USER=2013012187 TASK=3 QUERY= 死飞自行车 天猫 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,482,3,1,9,0,144.539,1,1,23,1,1,6,1,0,0,0,0,34,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,152.049,770.153,1,120.296,120.296,24.243,1,1,1,1,0.319817838,0.32197463,0.673622965,0.478056233,0.507211892,0.7515419,4.130929754,4.948459119,11.4274724,7.130929754,8.809812235,15.28882551,1,1,1,1,1,1,0,0,0,0,,1,0,2,2,1,1,0,1,1,0,0,0,0
1448,1626,2013012187,3, 死飞自行车 淘宝,3,TIMESTAMP=1514015586698 USER=2013012187 TASK=3 QUERY= 死飞自行车 淘宝 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,482,3,2,9,0,74.821,1,1,33,1,1,4,1,0,0,0,0,42,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,152.049,770.153,1,50.491,50.491,24.33,1,1,1,1,0.68848245,0.782832977,0.891763256,0.68848245,0.782832977,0.891763256,8.892789261,12.03143547,15.23712727,8.892789261,12.03143547,15.23712727,0.666666667,0.8,0.8,0.666666667,0.8,0.8,0,0,0,0, 死飞自行车 天猫,0.2,0.6,3,3,1,1,0,1,1,0,0,0,0
1449,1627,2013012187,3, 死飞自行车购买 清华附近,1,TIMESTAMP=1514015625620 USER=2013012187 TASK=3 QUERY= 死飞自行车购买 清华附近 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,482,3,3,13,0,31.431,1,0,20,0,1,0,0,0,0,0,0,22,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,152.049,770.153,0,0,0,31.431,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.25,0.25,0.333333333,0.25,0.25,0,0,0,, 死飞自行车 淘宝,0.428571429,0.428571429,0,0,0,0,29,0,0,0,0,0,0
1450,1628,2013012187,3, 死飞自行车实体店,3,TIMESTAMP=1514015728844 USER=2013012187 TASK=3 QUERY= 死飞自行车实体店 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,482,3,4,9,0,90.701,1,4,69,4,1,18,2,0,0,0,0,99,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,152.049,770.153,2,50.166,25.083,40.535,2,0,2,1,0.494931689,0.519485599,0.77094065,0.301259813,0.434671376,0.692481176,6.392789261,7.98402424,14.62798778,3.130929754,5.583517849,10.49309243,1,1,1,1,1,1,1,2,0,3.5, 死飞自行车购买 清华附近,0.2,0.4,1,1.5,1,1,5,1,1,0.4,0.4,16.214,16.214
1451,1629,2013012187,3, 清华附近 哪里有卖死飞自行车,1,TIMESTAMP=1514015787007 USER=2013012187 TASK=3 QUERY= 清华附近 哪里有卖死飞自行车 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,482,3,5,15,0,48.462,1,2,39,2,1,12,2,32,0,0,0,91,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,152.049,770.153,2,14.39,7.195,34.072,1,0,0,0,0.394809365,0.494792229,0.710742596,0.394809365,0.494792229,0.710742596,1.630929754,2.448459119,3.51708068,1.630929754,2.448459119,3.51708068,0.666666667,0.8,0.833333333,0.666666667,0.8,0.833333333,2,2,0,2.5, 死飞自行车实体店,0.470588235,0.352941176,0.5,0,0.5,0,3,0.5,0,0.333333333,0,11.35733333,0
1452,1630,2013012187,3, 清华附近 哪里有卖自行车,1,TIMESTAMP=1514015846353 USER=2013012187 TASK=3 QUERY= 清华附近 哪里有卖自行车 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,482,3,6,13,0,50.461,1,2,45,2,1,4,1,116,0,0,0,172,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,152.049,770.153,1,21.466,21.466,28.995,0,0,0,0,0.346656055,0.358221519,0.58588475,0.278149197,0.310882046,0.587171458,4.130929754,4.561606312,8.049495792,1.5,1.930676558,3.855676535,0.666666667,0.6,0.8,0.333333333,0.4,0.6,0,1,0,4, 清华附近 哪里有卖死飞自行车,0,0.857142857,0,0,0,0,4,0,0,0,0,0,0
1453,1631,2013012187,3,死飞自行车 注意事项,2,TIMESTAMP=1514015901607 USER=2013012187 TASK=3 QUERY=死飞自行车 注意事项 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,482,2,7,10,0,41.616,1,1,28,1,1,8,1,114,0,0,0,155,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,152.049,770.153,1,12.891,12.891,28.725,1,0,1,1,0.597761092,0.471628315,0.773903087,0.417511385,0.404078319,0.661460918,8.916508275,9.73403764,16.98349613,5.392789261,6.210318626,10.83082838,1,1,0.9,0.666666667,0.8,0.8,0,1,0,4, 清华附近 哪里有卖自行车,0.333333333,0.222222222,1,2,1,1,4,1,1,0.25,0.25,7.18125,7.18125
1454,1632,2013012187,3,购买死飞自行车 注意事项,1,TIMESTAMP=1514015969178 USER=2013012187 TASK=3 QUERY=购买死飞自行车 注意事项 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,482,3,8,12,0,54.408,1,1,28,1,1,6,1,123,0,0,0,162,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,152.049,770.153,1,13.333,13.333,41.075,1,1,1,1,0.343976597,0.342473724,0.658468437,0.326456082,0.39482466,0.659918857,5.130929754,5.948459119,12.48732489,3.392789261,5.071671742,10.05021035,1,1,1,0.666666667,0.8,0.8,0,0,1,6,死飞自行车 注意事项,0.166666667,0.833333333,2,3,1,1,6,1,1,0.166666667,0.166666667,6.845833333,6.845833333
